date,published_time,post_created_time,produced_by,permalink_url,title,message,primary_category_l0,primary_category,(Undefined)Suggestion for Change in Primary,Primary Category  Suggestion Explaination,Primary_Category_1,Secondary Category,Secondary Category Suggestion 3 or less and comma sep,Secondary Category Suggestion Explaination,Secondary_Category_1,Secondary_Category_1_revisited,video_type,video_type suggestion,Video_Type_1,voice_first_3_seconds,visual_first_3_seconds,visual_first_3_seconds_Other,background_music_type_first_3_seconds,Background Music In Beginning ,Video Format ,Video Length,thumbnail,thumbnail_Sentiment,thumbnail_famous_personality_name,thumbnail_famous_personality_profession,Tags
2019-05-31 , 12:31:15,2019-05-31 12:31:1559305881,RG,https://www.facebook.com/1954072204870360/posts/2356220814655495/,India's V Unbeatables Receive Standing Ovation at America's Got Talent,"India का America में भी जलवा कायम, V Unbeatables को मिला standing ovation",Sports & Games,Filmy*,,,Entertainment,People,,,"Dance, Digital/TV","Dance, Digital/TV",Entertaining,,Entertaining,Crowd,famous personality (fp),,no music,,,,Crowd,Happy ,,,not editable
2019-05-31 , 11:30:15,2019-05-31 11:30:1559302200,VA,https://www.facebook.com/1954072204870360/posts/2356166257994284/,Army Organises 'Iftar' Party In J&K's Poonch,Indian Army ने Jammu and Kashmir के Poonch में रखी इफ्तार की दावत,X Do not use Armed Forces,Police-Army,,,Forces,Event,,,Army,Army,Informative,,Informative,text only (to),commoner (np),,relevant,,,,Other,Neutral ,,,no tags
2019-06-04 , 08:30:15,2019-06-04 08:30:1559637000,SA,https://www.facebook.com/1954072204870360/posts/2359239037687006/,Get Your World Cup 2019 Spirits High With This Anthem!,World Cup में Team India को all the best ????,Sports & Games,Sports & Games,,,Sports & Games,Event,,,"Cricket, Music","Cricket, Music",Entertaining,,Entertaining,Crowd,Crowd,,no music,,,,Crowd,Happy ,,,not editable
2019-06-01 , 05:30:15,2019-06-01 05:30:1559367000,DK,https://www.facebook.com/1954072204870360/posts/2356267651317478/,East India Company Was Dissolved Today,1st June 1874 को खत्म हुआ था East India Company का राज,X Do not use History,Politics*,,,Business,History,,,History,History,Day-specific,,"Informative, Day-specific",text only (to),other,Flag,relevant,,,,Object,Anger,,,no tags
2019-05-30 , 14:30:15,2019-05-30 14:30:1559226601,VA,https://www.facebook.com/1954072204870360/posts/2355485298062380/,World's Largest Cutout For Movie Promotion,South की इस film का cutout है दुनिया का सबसे बड़ा cutout,X Do not use X Entertainment,Filmy*,,,Entertainment,Daily NEWJ*,,,"News, Famous Personality","News, Famous Personality",Shocking/Surprising,,Shocking/Surprising,text only (to),other,Statue,low,,,,Object,Anger,,,no tags
2019-05-31 , 02:30:15,2019-05-31 02:30:1559269800,SG,https://www.facebook.com/1954072204870360/posts/2355496934727883/,Dramatic Rescue By A Hyderabad Cop,20 minutes में police वाले ने किया दो लोगों का rescue,Social Work,Police-Army,,,Forces,Police-Army,,,Police,Police,Informative,,"Shocking/Surprising, Informative,Event",text only (to),commoner (np),,relevant,,,,Commoner,"Fear, Action",,,no tags
2019-05-31 , 04:30:15,2019-05-31 04:30:1559277000,RG,https://www.facebook.com/1954072204870360/posts/2355497928061117/,Newly-Wed Bride Thrashed Ruthlessly Over Dowry,"दहेज के लालच में महिला की बेरहमी से पिटाई, जांच शुरू",Crime,Crime,,,Judiciary & Crime,Daily NEWJ*,,,Violence,Crime,Shocking/Surprising,,Shocking/Surprising,text only (to),commoner (np),,no music,,,,Commoner,"Anger, Action",,,no tags
2019-06-01 , 03:30:15,2019-06-01 03:30:1559359800,AK,https://www.facebook.com/1954072204870360/posts/2356295094648067/,1st June: World Celebrates Milk Day,World Milk Day पर जानिए India के White Revolution की कहानी,Food,Undefined,,,Lifestyle,Food,,,Food,Food,Day-specific,,Day-specific,text only (to),other,Nature,relevant,,,,Object,Neutral ,,,no tags
2019-05-30 , 10:27:15,2019-05-30 10:27:1559212053,SG,https://www.facebook.com/1954072204870360/posts/2355344181409825/,Narendra Modi Offers His Respects,"PM Modi ने दी Mahatma Gandhi, Atal ji और शहीदों को श्रद्धांजलि",Politics,Politics*,,,Politics,People,,,"Famous Personality, News","Famous Personality, News",Informative,,Informative,text only (to),famous personality (fp),,relevant,,,,Famous Personality,Sad,Narendra Modi,Politics,no tags
2019-05-30 , 12:30:15,2019-05-30 12:30:1559219401,SA,https://www.facebook.com/1954072204870360/posts/2355418168069093/,Congress Leaders Protest Over Rahul's Resignation,Rahul Gandhi के resign करने से दुखी कार्यकर्ताओं ने उनके घर के बाहर किया protest,Politics,Politics*,,,Politics,Daily NEWJ*,,," News, Protests/Rallies","Famous Personality, Protests/Rallies, News",Informative,,Informative,Crowd,commoner (np),,loud,,,,Commoner,"Anger, Action",,,no tags
2019-05-30 , 13:30:15,2019-05-30 13:30:1559223001,HR,https://www.facebook.com/1954072204870360/posts/2355454851398758/,Zomato's Gift To This Man,एक दिव्यांग को Zomato ने order deliver करने के लिए gift किया electric vehicle,Food,Social Work,,,Business,Daily NEWJ*,,,"Social Work, Differently Abled",Social Work,Trending,,Inspiring,text only (to),commoner (np),,relevant,,,,Commoner,Happy ,,,no tags
2019-05-31 , 06:30:15,2019-05-31 06:30:1559284200,RG,https://www.facebook.com/1954072204870360/posts/2356012784676298/,Woman Loses Child Due To Lack Of Medical Attention,"4 घंटे तड़पती रही ये मां, hospital की लापरवाही की वजह से खोया अपना बच्चा",Health & Fitness,Health,,,Others,Daily NEWJ*,,,"News, Economy/Economic","News, Economy/Economic",Emotional,,Emotional,text only (to),commoner (np),,relevant,,,,Commoner,"Sad, Action",,,no tags
2019-05-30 , 05:30:15,2019-05-30 05:30:1559194200,SA,https://www.facebook.com/1954072204870360/posts/2354693258141584/,All You Need To Know About World Cup 2019,जानिए ICC Cricket World Cup 2019 की कुछ खास बातें,Sports & Games,Sports & Games,,,Sports & Games,Event,,,Cricket,"Cricket, Facts",Informative,,Informative,other,famous personality (fp),,relevant,,,,Famous Personality,Happy ,Indian Cricket team ,Sport,not editable
2019-05-30 , 11:30:15,2019-05-30 11:30:1559215801,DK,https://www.facebook.com/1954072204870360/posts/2355381738072736/,TIME Magazine's Changing Colours Post Election Results,"TIME बनी एक U-turn magazine, PM Modi के बारे में पलटे अपने विचार",Politics,Politics*,,,Politics,Daily NEWJ*,,,"Famous Personality, News","Famous Personality, News",Controversial,,Controversial,text only (to),other,Mask,neutral,,,,Famous Personality,Anger,Narendra Modi,Politics,no tags
2019-05-30 , 04:30:15,2019-05-30 04:30:1559190600,HR,https://www.facebook.com/1954072204870360/posts/2354689658141944/,Rabindranath Tagore Renounced His Knighthood After The Jallianwala Bagh Massacre,Jallianwala Bagh massacre से दुखी होकर Tagore ने लौटाई थी Knighthood की उपाधि,Undefined,Undefined,,,Others,People,,,"Famous Personality, History","Famous Personality, History",Informative,,Informative,text only (to),famous personality (fp),,low,,,,Famous Personality,Sad,Ravindranath tagore,Art and culture,not editable
2019-05-30 , 03:30:15,2019-05-30 03:30:1559187000,DK,https://www.facebook.com/1954072204870360/posts/2354668528144057/,Goa Celebrates It's Statehood Day,Statehood Day: आजादी के 14 साल बाद भारत में ऐसे शामिल हुआ Goa,Politics,Government,,,Places,Place,,,"History, Policies/Norms/Rules","History, Policies/Norms/Rules",Day-specific,,Day-specific,text only (to),Crowd,,relevant,,,,Commoner,Anger,,,not editable
2019-06-03 , 03:30:15,2019-06-03 03:30:1559532600,HR,https://www.facebook.com/1954072204870360/posts/2357076504569926/,Story of 1984 Sikh Riots,Punjab में कैसे भड़के थे 1984 के Sikh Riots,Undefined,Crime,,,Judiciary & Crime,History,,,"Violence, History","Crime, History",Informative,,"Informative, Controversial",text only (to),commoner (np),,low,,,,Commoner,Anger,,,no tags
2019-06-02 , 08:30:15,2019-06-02 08:30:1559464200,HR,https://www.facebook.com/1954072204870360/posts/2357059711238272/,WHO: India Has The Maximum Number Of Snake Bites Cases,दुनिया में snakebite के कारण India में होती है सबसे ज्यादा death,Animals ,Animals,,,Weird News,Daily NEWJ*,,,Facts,Facts,Shocking/Surprising,,"Shocking/Surprising, General",text only (to),other,Animal,low,,,,Animal,Anger,,,no tags
2019-05-30 , 07:30:15,2019-05-30 07:30:1559201401,RG,https://www.facebook.com/1954072204870360/posts/2354674688143441/,People's Protest In POK Over Missing Wage Policies,Kashmir पर अपना हक जताने वाला Pakistan कर रहा है POK के मजदूरों से कर रहा है भेदभाव,Foreign Affairs,Politics*,,,Government,Daily NEWJ*,,,Protests/Rallies,Protests/Rallies,Informative,,General ,other,commoner (np),,low,,,,Commoner,Anger,,,no tags
2019-05-29 , 11:30:15,2019-05-29 11:30:1559129400,AK,https://www.facebook.com/1954072204870360/posts/2354558291488414/,This Kid Made JCB Out Of Syringes,जानिए #JCBKiKhudai कैसे हुई Twitter पर trend,Inventions / Innovations,Inventions / Innovations,,,Technology & Innovations,People,,,Innovation,Person Specific,Compilation,,"viral, Compilation",text only (to),commoner (np),,relevant,,,,Commoner,Action,,,no tags
2019-05-29 , 14:31:15,2019-05-29 14:31:1559140260,RG,https://www.facebook.com/1954072204870360/posts/2354683031475940/,The Filmy Toy-Seller,"मिलिए Pandey ji के बेटे से, ये हैं Modi fan of the year",X Do not use X Entertainment,Filmy*,,,Business,Viral,,,"Fans, Famous Personality","Famous Personality, X-Factor",Entertaining,,Viral, common voice (optv),commoner (np),,no music,,,,Commoner,Happy ,,,not editable
2019-05-29 , 10:30:15,2019-05-29 10:30:1559125800,SA,https://www.facebook.com/1954072204870360/posts/2354527304824846/,Jawan Dedicates Song To ITBP Bravehearts,"ITBP जवान के ये सुरीले राग, छेड़ जाएंगे आपके दिल के राग  ????????",X Do not use X Entertainment,Police-Army,,,Forces,Entertainment,,,"Army, Music","Army, Music",Entertaining,,Entertaining, common voice (optv),other,Army,low,,,,Other,Action,,,not editable
2019-06-02 , 06:30:15,2019-06-02 06:30:1559457001,VA,https://www.facebook.com/1954072204870360/posts/2356888537922056/,Karnataka Policeman Turns Lathi Into A Flute,Karnataka के इस police वाले ने लाठी को बनाया बांसुरी और निकाली धुन,Garv,Police-Army,,,Skill & Art ,Entertainment,,,"Police, Creative Skill, Music","News, Bloopers",Entertaining,,Entertaining,other,commoner (np),,no music,,,,Commoner,Action,,,not editable
2019-05-30 , 08:30:15,2019-05-30 08:30:1559205001,SA,https://www.facebook.com/1954072204870360/posts/2354676744809902/,Woman Attempts Suicide After Getting Laid Off,नौकरी बचाने के लिए इस लड़की ने दी sucide की धमकी,Crime,Crime,,,Judiciary & Crime,People,,,"Violation, Person Specific, Economy/Economic","Crime, Person Specific, Economy/Economic",Shocking/Surprising,,Shocking/Surprising,other,commoner (np),,relevant,,,,Commoner,Action,,,no tags
2019-05-30 , 06:30:15,2019-05-30 06:30:1559197800,AK,https://www.facebook.com/1954072204870360/posts/2354673651476878/,12 Year Old Girl To Become A Monk,"12 साल की Khushi Shah ने ली दीक्षा, बनना चाहती है monk",Culture,Daily NEWJ*,,,Lifestyle,People,,,Person Specific,Person Specific,Informative,,Informative,text only (to),commoner (np),,relevant,,,,Commoner,Action,,,no tags
2019-05-29 , 12:30:15,2019-05-29 12:30:1559133000,VA,https://www.facebook.com/1954072204870360/posts/2354595704818006/,First All-Women IAF Crew Fly Mi-17 Helicopter,"भारतीय नारी पड़ेगी सब पे भारी, IAF की पहली all women crew ने उड़ाया MI-17 helicopter",Garv,Police-Army,,,Forces,People,,,"Air Force, Famous Personality, Empowerment","Air Force, Famous Personality, Empowerment",Informative,,"Inspiring, Informative",text only (to),other,Army,low,,,,Other,Happy ,,,not editable
2019-05-29 , 13:30:15,2019-05-29 13:30:1559136603,AK,https://www.facebook.com/1954072204870360/posts/2354651181479125/,Sanitary Napkin Vending Machine Installed For Menstrual Hygiene Day,Chennai के govt hospital में Menstrual Hygiene Day पे install की sanitary pad vending machine,Health & Fitness,Government,,,Government,Health,,,"Health, Facilities",Health,Informative,,Informative,text only (to),other,Nature,low,,,,Commoner,Action,,,no tags
2019-05-31 , 03:30:15,2019-05-31 03:30:1559273400,HR,https://www.facebook.com/1954072204870360/posts/2355501028060807/,World No Tobacco Day,World No Tobacco Day: India में हर साल tobacco से मरते हैं 1 crore लोग #SayNoToTobacco,Education,Health,,,Lifestyle,Health,,,Health,Health,Informative,,"Day-specific, Informative",text only (to),other,Object,neutral,,,,Object,Neutral ,,,no tags
2019-05-29 , 04:30:15,2019-05-29 04:30:1559104200,SG,https://www.facebook.com/1954072204870360/posts/2353915538219356/,DRDO Successfully Test Fires Akash-1S,"DRDO की सफलता ने किया देश को और मजबूत, Akash-1S missile का दूसरा सफल परीक्षण",Garv,Proud Stories/Garv*,,,Forces,Daily NEWJ*,,,Ammunition,"News, Science",Informative,,Informative, common voice (optv),other,Missile,relevant,,,,Object,Neutral ,,,no tags
2019-05-28 , 14:30:15,2019-05-28 14:30:1559053800,DK,https://www.facebook.com/1954072204870360/posts/2353899768220933/,Denial Of Ambulance Cost A 9 Year Old's Life,Ambulance ना मिलने से हुई 9 साल के बच्चे की मौत,Health & Fitness,Health & Fitness,,,Lifestyle,Health,,,Health,Health,Controversial,,Controversial, common voice (optv),commoner (np),,relevant,,,,Commoner,"Sad, Action",,,no tags
2019-05-29 , 02:30:15,2019-05-29 02:30:1559097000,RG,https://www.facebook.com/1954072204870360/posts/2353913814886195/,Dara Singh: The Pride Of India,आज के दिन दुनिया में Dara Singh ने साबित किया था अपना नाम - जीता था World Champion का title,Garv,Sports & Games,,,Sports & Games,People,,,"Wrestling, Award/Achievement, Famous Personality","Other Sports, Award/Achievement, Famous Personality",Day-specific,,"Day-specific, Profile",text only (to),famous personality (fp),,no music,,,,Famous Personality,Happy ,Dara Singh,film,not editable
